"","email","url_1","clicks_1","url_2","clicks_2","url_3","clicks_3","url_4","clicks_4","url_5","clicks_5","url_6","clicks_6","url_7","url_chart","clicks_chart","url_question","clicks_question","url_events","clicks_events","plainTextPCT","clicks_7","url_8","clicks_8","url_9","clicks_9","url_10","clicks_10","url_11","clicks_11","url_12","clicks_12","url_13","clicks_13","url_14","clicks_14","url_15","clicks_15","url_16","clicks_16","url_17","clicks_17","url_18","clicks_18","url_19","clicks_19","url_20","clicks_20"
"95","NL 2023-05-25 Spark","https://rmi.org/why-we-need-transparency-in-metals-recycling-to-reach-climate-goals/","151","https://rmi.org/jetps-101-helping-emerging-economies-go-from-coal-to-clean/","144","https://rmi.org/improving-food-security-for-subsistence-farmers/","89","https://rmi.org/three-federal-funding-pools-every-industrial-project-developer-should-know-about/","19",NA,NA,NA,NA,NA,"Chart - https://rmi.org/why-we-need-transparency-in-metals-recycling-to-reach-climate-goals/","56","Question - NA","0","Events - https://rmi.org/events/","30","0.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","NL 2023-05-28 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","56","0.021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","NL 2023-05-28 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","51","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","NL 2023-05-28 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","66","0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","NL 2023-06-01 Spark","https://rmi.org/clean-energy-101-book-and-claim/","154","https://rmi.org/insight/preventing-electric-truck-gridlock/","148","https://rmi.org/clean-energy-101-esg/","98",NA,NA,NA,NA,NA,NA,NA,"Chart - https://rmi.org/blueprints-for-a-green-city/","33","Question - NA","0","Events - https://rmi.org/events/","15","0.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","NL 2023-06-01 Spark","https://rmi.org/insight/preventing-electric-truck-gridlock/","178","https://rmi.org/clean-energy-101-book-and-claim/","156","https://rmi.org/clean-energy-101-esg/","112",NA,NA,NA,NA,NA,NA,NA,"Chart - https://rmi.org/blueprints-for-a-green-city/","44","Question - NA","0","Events - https://rmi.org/events/","11","0.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","NL 2023-06-01 Spark","https://rmi.org/insight/preventing-electric-truck-gridlock/","383","https://rmi.org/clean-energy-101-book-and-claim/","329","https://rmi.org/clean-energy-101-esg/","216",NA,NA,NA,NA,NA,NA,NA,"Chart - https://rmi.org/blueprints-for-a-green-city/","70","Question - NA","0","Events - https://rmi.org/events/","35","0.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","NL 2023-06-04 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","133","0.013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","NL 2023-06-08 Spark","https://rmi.org/clean-energy-101/","197","https://rmi.org/insight/how-inflation-reduction-act-will-affect-ev-adoption-in-the-united-states/","75","https://rmi.org/how-to-slash-refinery-emissions-quickly-washington-state/","50","https://rmi.org/insight/2023-china-power-outlook-key-trends-for-power-market-players/","13","https://rmi.org/driving-climate-action-with-pride/","10","https://rmi.org/hey-investors-more-stable-power-bills-richer-communities-and-increased-shareholder-returns-are-waiting/","10","https://rmi.org/press-release/rmi-joins-global-battery-alliance-to-advance-a-circular-responsible-and-just-battery-value-chain/","Chart - https://rmi.org/to-harness-cleantech-opportunities-economic-development-organizations-need-to-think-big/","162","Question - NA","0","Events - https://rmi.org/events/","6","0.053","10","https://rmi.org/women-changemakers-are-accelerating-the-energy-transition-in-belize/","8","https://rmi.org/to-harness-cleantech-opportunities-economic-development-organizations-need-to-think-big/","7","https://rmi.org/insight/stakeholder-insights-on-45v/","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","NL 2023-06-08 Spark","https://rmi.org/clean-energy-101/","178","https://rmi.org/insight/how-inflation-reduction-act-will-affect-ev-adoption-in-the-united-states/","66","https://rmi.org/driving-climate-action-with-pride/","25","https://rmi.org/insight/2023-china-power-outlook-key-trends-for-power-market-players/","15","https://rmi.org/hey-investors-more-stable-power-bills-richer-communities-and-increased-shareholder-returns-are-waiting/","13","https://rmi.org/how-to-slash-refinery-emissions-quickly-washington-state/","12","https://rmi.org/press-release/rmi-joins-global-battery-alliance-to-advance-a-circular-responsible-and-just-battery-value-chain/","Chart - https://rmi.org/to-harness-cleantech-opportunities-economic-development-organizations-need-to-think-big/","151","Question - NA","0","Events - https://rmi.org/events/","8","0.039","10","https://rmi.org/women-changemakers-are-accelerating-the-energy-transition-in-belize/","8","https://rmi.org/insight/stakeholder-insights-on-45v/","5","https://rmi.org/to-harness-cleantech-opportunities-economic-development-organizations-need-to-think-big/","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","NL 2023-06-08 Spark","https://rmi.org/clean-energy-101/","349","https://rmi.org/insight/how-inflation-reduction-act-will-affect-ev-adoption-in-the-united-states/","113","https://rmi.org/how-to-slash-refinery-emissions-quickly-washington-state/","108","https://rmi.org/insight/2023-china-power-outlook-key-trends-for-power-market-players/","26","https://rmi.org/driving-climate-action-with-pride/","24","https://rmi.org/hey-investors-more-stable-power-bills-richer-communities-and-increased-shareholder-returns-are-waiting/","21","https://rmi.org/insight/stakeholder-insights-on-45v/","Chart - https://rmi.org/to-harness-cleantech-opportunities-economic-development-organizations-need-to-think-big/","287","Question - NA","0","Events - https://rmi.org/events/","17","0.041","16","https://rmi.org/press-release/rmi-joins-global-battery-alliance-to-advance-a-circular-responsible-and-just-battery-value-chain/","14","https://rmi.org/women-changemakers-are-accelerating-the-energy-transition-in-belize/","14","https://rmi.org/to-harness-cleantech-opportunities-economic-development-organizations-need-to-think-big/","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","NL 2023-06-11 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","81","0.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","NL 2023-06-11 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","47","0.026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","NL 2023-06-11 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","77","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","NL 2023-06-15 Spark","https://rmi.org/the-science-behind-gas-stoves/","235","https://rmi.org/clean-energy-201-all-plastics-arent-created-equal/","129","https://rmi.org/waste-methane-101-driving-emissions-reductions-from-landfills/","92","https://rmi.org/inside-amorys-brain","27","https://rmi.org/insight/the-energy-transition-narrative/","22","https://rmi.org/understanding-californias-advanced-clean-cars-ii-regulation/","20","https://rmi.org/unlocking-climate-resilience-in-small-island-nations/","Chart - https://rmi.org/clean-energy-201-all-plastics-arent-created-equal/","40","Question - NA","0","Events - https://rmi.org/events/","53","0.078","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","NL 2023-06-15 Spark","https://rmi.org/the-science-behind-gas-stoves/","228","https://rmi.org/waste-methane-101-driving-emissions-reductions-from-landfills/","98","https://rmi.org/clean-energy-201-all-plastics-arent-created-equal/","82","https://rmi.org/insight/the-energy-transition-narrative/","24","https://rmi.org/inside-amorys-brain","23","https://rmi.org/unlocking-climate-resilience-in-small-island-nations/","17","https://rmi.org/understanding-californias-advanced-clean-cars-ii-regulation/","Chart - https://rmi.org/clean-energy-201-all-plastics-arent-created-equal/","38","Question - NA","0","Events - https://rmi.org/events/","34","0.064","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","NL 2023-06-15 Spark","https://rmi.org/the-science-behind-gas-stoves/","454","https://rmi.org/clean-energy-201-all-plastics-arent-created-equal/","204","https://rmi.org/waste-methane-101-driving-emissions-reductions-from-landfills/","185","https://rmi.org/inside-amorys-brain","39","https://rmi.org/insight/the-energy-transition-narrative/","36","https://rmi.org/understanding-californias-advanced-clean-cars-ii-regulation/","31","https://rmi.org/unlocking-climate-resilience-in-small-island-nations/","Chart - https://rmi.org/clean-energy-201-all-plastics-arent-created-equal/","75","Question - NA","0","Events - https://rmi.org/events/","64","0.048","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","NL 2023-06-18 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","289","0.028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","NL 2023-06-22 Spark","https://rmi.org/how-policy-can-advance-a-circular-battery-economy/","814","https://rmi.org/insight/innovation-in-low-carbon-concrete/","570","https://rmi.org/four-reasons-why-k-12-schools-are-warming-up-to-heat-pumps/","284","https://rmi.org/reality-check-the-missing-pieces-of-new-yorks-climate-math-debate/","132",NA,NA,NA,NA,NA,"Chart - https://rmi.org/insight/hvac-choices-for-student-health-and-learning/","216","Question - NA","0","Events - https://rmi.org/events/","125","0.052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","NL 2023-06-25 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","187","0.028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","NL 2023-06-29 Spark","https://rmi.org/reality-check/","479","https://rmi.org/introducing-the-clean-mobile-power-initiative/","380","https://rmi.org/reality-check-the-missing-pieces-of-new-yorks-climate-math-debate/","288","https://rmi.org/coal-contracts-lock-in-high-costs-and-high-emissions-its-time-to-break-free/","185","https://rmi.org/keeping-the-catch-fresh-with-a-solar-minigrid/","85","https://rmi.org/insight/cost-effective-grid-interactive-efficient-buildings-report/","83","https://rmi.org/delivering-a-net-zero-future-for-aluminum/","Chart - https://rmi.org/coal-contracts-lock-in-high-costs-and-high-emissions-its-time-to-break-free/","105","Question - NA","0","Events - https://rmi.org/events/","77","0.119","76","https://rmi.org/understanding-californias-advanced-clean-truck-regulation/","72","https://rmi.org/understanding-the-clean-miles-standard-regulation-for-ride-hailing-companies/","67","https://rmi.org/insight/tariffed-on-bill-to-finance-energy-efficiency-and-decarbonization-retrofits-for-multifamily-buildings-in-california/","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","NL 2023-07-02 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","353","0.032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","NL 2023-07-06 Spark","https://rmi.org/now-is-the-time-to-go-all-in-on-heat-pumps/","1802","https://rmi.org/keeping-the-catch-fresh-with-a-solar-minigrid/","363","https://rmi.org/understanding-the-clean-miles-standard-regulation-for-ride-hailing-companies/","242","https://rmi.org/understanding-californias-advanced-clean-fleet-regulation/","49","https://rmi.org/a-collective-effort-to-increase-energy-access-in-nigeria/","38",NA,NA,NA,"Chart - https://rmi.org/now-is-the-time-to-go-all-in-on-heat-pumps/","130","Question - https://rmi.org/now-is-the-time-to-go-all-in-on-heat-pumps/","7","Events - https://rmi.org/events/","121","0.031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","NL 2023-07-09 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","288","0.023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","NL 2023-07-13 Spark","https://rmi.org/ask-amory/","1150","https://rmi.org/clean-energy-101-ev-battery-recycling/","852","https://rmi.org/state-climate-action-updated-scorecards-tracking-progress-to-2030/","588","https://rmi.org/insight/x-change-electricity/","108","https://rmi.org/closing-the-transportation-climate-pollution-gap/","79","https://rmi.org/pilot-study-proves-value-of-rmis-steel-industry-guidance/","72","https://rmi.org/private-finance-is-coming-off-the-sidelines-on-mdb-reform/","Chart - NA","0","Question - https://rmi.org/closing-the-transportation-climate-pollution-gap/","615","Events - https://rmi.org/events/","206","0.061","72","https://rmi.org/insight/strategies-for-encouraging-good-fuel-cost-management/","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","NL 2023-07-16 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","415","0.024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","NL 2023-07-20 Spark","https://rmi.org/reality-check-natural-gas-true-climate-risk/","1341","https://rmi.org/how-real-estate-investment-trusts-reits-can-drive-solar-development/","460","https://rmi.org/insight/x-change-electricity/","417","https://rmi.org/a-multi-billion-dollar-epa-fund-is-delivering-the-energy-transition-to-overlooked-communities/","93","https://rmi.org/cheaper-cleaner-faster/","85","https://rmi.org/insight/energy-service-agreements-for-efficiency-and-electrification-retrofits-of-affordable-multifamily-housing-in-california/","83","https://rmi.org/press-release/major-global-corporations-join-with-rmi-to-advance-electric-sector-transformation/","Chart - https://rmi.org/insight/x-change-electricity/","212","Question - NA","0","Events - https://rmi.org/events/","130","0.065","78","https://rmi.org/us-businesses-need-low-emissions-steel-and-its-time-for-us-steelmakers-to-get-it-to-them/","64","https://rmi.org/corporate-commitments/","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","NL 2023-07-23 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","273","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","NL 2023-07-27 Spark","https://rmi.org/ongoing-struggle-to-join-pjms-grid/","1042","https://rmi.org/electric-vehicle-regulations-and-laws-a-primer-for-decision-makers/","612","https://rmi.org/spreading-smoke-rising-risks/","241","https://rmi.org/a-bankers-guide-to-maximizing-climate-impact-through-multi-level-engagement/","95","https://rmi.org/press-release/indonesia-boosts-energy-leadership-to-deliver-on-20-billion-commitment","53",NA,NA,NA,"Chart - NA","0","Question - https://rmi.org/ongoing-struggle-to-join-pjms-grid/","366","Events - https://rmi.org/events/","78","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","NL 2023-07-30 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","335","0.028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","NL 2023-08-03 Spark","https://rmi.org/electric-vehicle-charging-for-dummies/","744","https://rmi.org/hydrogen-reality-check-distilling-green-hydrogens-water-consumption/","710","https://rmi.org/insight/calibrating-us-tax-credits-for-grid-connected-hydrogen-production/","344","https://rmi.org/developing-an-impactful-solar-for-all-proposal/","111","https://rmi.org/insight/unlocking-coal-contracts/","111","https://rmi.org/going-the-distance-on-interconnection-queue-reform/","77",NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","179","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","NL 2023-08-10 Spark","https://rmi.org/the-energy-transition-is-a-technological-revolution-with-a-deadline/","858","https://rmi.org/us-businesses-need-low-emissions-steel-and-its-time-for-us-steelmakers-to-get-it-to-them/","566","https://rmi.org/radical-transparency-for-voluntary-carbon-markets/","553","https://rmi.org/hydrogen-reality-check-distilling-green-hydrogens-water-consumption/","211","https://rmi.org/unleashing-the-potential-of-limestone-calcined-clay-cement/","147",NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","226","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","NL 2023-08-13 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","355","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","NL 2023-08-17 Spark","https://rmi.org/its-the-iras-first-birthday-here-are-five-areas-where-progress-is-piling-up/","983","https://rmi.org/unleashing-the-potential-of-limestone-calcined-clay-cement/","883","https://rmi.org/how-to-upgrade-and-electrify-millions-of-us-homes-and-buildings/","796","https://rmi.org/pathways-to-equity-and-savings-for-low-income-households/","134","https://rmi.org/press-release/consortium-wins-3-million-in-federal-funding-to-study-the-feasibility-of-a-first-of-a-kind-hub-for-direct-air-capture-in-the-pacific-northwest/","85","https://rmi.org/how-to-use-rmis-corporate-commitments-and-emissions-dashboard/","52","https://rmi.org/pioneering-study-measures-alignment-of-brazilian-asset-manager-portfolios-with-climate-scenarios/","Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","192","0","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","NL 2023-08-20 Upcoming Events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","257","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","NL 2023-08-24 Spark","https://rmi.org/five-hydrogen-myths-busted/","1717","https://rmi.org/insight/we-can-cut-petrochemical-use-today/","985","https://rmi.org/five-lessons-for-industrial-project-finance-from-h2-green-steel/","400","https://rmi.org/in-pursuit-of-practical-magic/","167","https://rmi.org/a-reliable-grid-depends-on-rapid-clean-energy-deployment-epas-proposed-standards-help-accelerate-that-shift/","70",NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","124","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","NL 2023-08-31 Spark","https://rmi.org/state-climate-action-updated-scorecards-tracking-progress-to-2030/","569","https://rmi.org/breaking-down-the-inflation-reduction-act-program-by-program-incentive-by-incentive/","496","https://rmi.org/hope-in-michigan-one-policy-big-impact/","491","https://rmi.org/ije-ikoku-okeke-mobilizing-catalytic-finance-to-drive-radical-implementation/","389","https://rmi.org/insight/we-can-cut-petrochemical-use-today/","143","https://rmi.org/insight/public-policies/","77","https://rmi.org/insight/accelerating-methane-reductions-with-robust-independent-certification/","Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","242","0","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","NL 2023-09-06 Spark","https://rmi.org/the-ev-battery-supply-chain-explained/","608","https://rmi.org/rmi-at-climate-week/","297","https://rmi.org/bringing-clean-deliveries-to-india/","231","https://rmi.org/insight/state-level-building-electrification-factsheets/","121","https://rmi.org/emergence-strategy-a-systems-approach-to-corporate-climate-action/","85","https://rmi.org/insight-from-indonesia-just-energy-transitions-hinge-on-well-equipped-energy-leaders/","64","https://rmi.org/insight/accelerating-methane-reductions-with-robust-independent-certification/","Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","222","0","60","https://rmi.org/press-release/indonesia-boosts-energy-leadership-to-deliver-on-20-billion-commitment/","59","https://rmi.org/press-release/rmi-announces-charlotte-matthews-and-sukanya-paciorek-as-co-managing-directors-carbon-free-buildings/","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","NL 2023-09-14 Spark","https://rmi.org/insight/x-change-cars/","1302","https://rmi.org/insight/state-level-building-electrification-factsheets/","778","https://rmi.org/for-ratepayers-to-realize-savings-from-clean-energy-utility-business-models-need-an-update/","326","https://rmi.org/we-dont-need-another-interregional-transmission-study-to-take-action/","124","https://rmi.org/plotting-a-cleaner-course-for-southeast-asias-energy-and-economies/","100","https://rmi.org/catalytic-climate-capital-initiative-unlocking-clean-energy-investment-in-the-global-south-through-private-public-and-philanthropic-partnerships/","46","https://rmi.org/rmi-at-climate-week/","Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","95","0","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","NL 2023-09-21 Spark","https://rmi.org/what-a-20-million-heat-pump-commitment-means-for-the-us/","1074","https://rmi.org/the-ev-revolution-in-five-charts-and-not-too-many-numbers/","992","https://rmi.org/insight/case-study-storing-green-hydrogen-to-safeguard-energy-security/","265","https://rmi.org/press-release/evs-to-surpass-two-thirds-of-global-car-sales-by-2030-putting-at-risk-nearly-half-of-oil-demand-new-research-finds/","134","https://rmi.org/a-path-through-carbon-markets-turmoil/","98","https://rmi.org/press-release/major-corporations-come-together-to-advance-the-first-commercial-batch-of-sustainable-steel-in-the-us/","65","https://rmi.org/press-release/pacific-countries-on-the-frontline-of-climate-change-get-support-to-unlock-climate-financing-for-the-future-of-the-region/","Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","99","0","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","NL 2023-09-24 Upcoming Events","https://rmi.org/rmi-at-climate-week/","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","177","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","NL 2023-09-28 Spark","https://rmi.org/insight/driving-action-on-embodied-carbon-in-buildings/","829","https://rmi.org/to-decarbonize-transportation-we-must-invest-in-the-us-ev-battery-supply-chain/","442","https://rmi.org/beating-the-heat-the-summer-clean-energy-records-worth-celebrating/","344","https://rmi.org/a-key-climate-solution-is-lifting-off/","128","https://rmi.org/press-release/renewable-energy-bolsters-resilient-equitable-healthcare-in-barbados/","74","https://rmi.org/press-release/rmi-and-usgbc-release-report-to-cut-embodied-carbon-in-buildings/","74","https://rmi.org/community-benefits-plans-driving-equitable-clean-energy-development/","Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","14","0","72","https://rmi.org/press-release/saba-and-rmi-formalize-new-project-to-reach-nearly-90-renewable-energy-production/","69","https://rmi.org/accelerating-clean-regional-economies-a-great-lakes-investment-strategy/","60","https://rmi.org/emergence-strategy-in-action-gogoro-seizes-opportunity-in-the-transition-to-sustainable-mobility/","51","https://rmi.org/event/webinar-third-derivative-startup-accelerator-info-session/","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","NL 2023-10-01 Upcoming Events","https://rmi.org/event/webinar-transforming-the-logistics-sector-across-g20-nations/","74","https://rmi.org/event/webinar-third-derivative-startup-accelerator-info-session/","30","https://rmi.org/event/webinar-managing-fuel-costs/","26",NA,NA,NA,NA,NA,NA,NA,"Chart - NA","0","Question - NA","0","Events - https://rmi.org/events/","53","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
